policy_number,member_id
POL-19455,MEMBER-001873
POL-19455,MEMBER-003953
POL-19455,MEMBER-011245
POL-19455,MEMBER-005452
POL-31996,MEMBER-010983
POL-31996,MEMBER-014594
POL-31996,MEMBER-008579
POL-31996,MEMBER-000019
POL-36500,MEMBER-005546
POL-36500,MEMBER-003794
POL-36500,MEMBER-003926
POL-36500,MEMBER-011512
POL-45047,MEMBER-004744
POL-45047,MEMBER-002412
POL-45047,MEMBER-005576
POL-45047,MEMBER-013717
POL-45047,MEMBER-000652
POL-14721,MEMBER-000881
POL-21596,MEMBER-013639
POL-21596,MEMBER-001871
POL-21596,MEMBER-010106
POL-47586,MEMBER-011201
POL-47586,MEMBER-006824
POL-47586,MEMBER-008565
POL-47586,MEMBER-012955
POL-47586,MEMBER-001696
POL-44516,MEMBER-009849
POL-31611,MEMBER-002329
POL-31611,MEMBER-011479
POL-31611,MEMBER-010847
POL-31611,MEMBER-011405
POL-31611,MEMBER-003075
POL-41698,MEMBER-009410
POL-41698,MEMBER-004199
POL-10369,MEMBER-003810
POL-10369,MEMBER-002057
POL-10369,MEMBER-010829
POL-10369,MEMBER-013599
POL-10369,MEMBER-003785
POL-24894,MEMBER-006614
POL-24894,MEMBER-013694
POL-24894,MEMBER-001138
POL-24894,MEMBER-008083
POL-20332,MEMBER-004806
POL-20332,MEMBER-011682
POL-20332,MEMBER-008169
POL-19247,MEMBER-012755
POL-19247,MEMBER-004323
POL-19247,MEMBER-012452
POL-19247,MEMBER-006743
POL-19247,MEMBER-013982
POL-35289,MEMBER-004335
POL-35289,MEMBER-013635
POL-23678,MEMBER-011702
POL-28899,MEMBER-004505
POL-28899,MEMBER-001257
POL-28899,MEMBER-008311
POL-27486,MEMBER-007027
POL-27486,MEMBER-008216
POL-27486,MEMBER-008033
POL-27486,MEMBER-004628
POL-27486,MEMBER-013031
POL-28314,MEMBER-010943
POL-28314,MEMBER-007741
POL-28314,MEMBER-009843
POL-28314,MEMBER-002779
POL-28314,MEMBER-013903
POL-14711,MEMBER-012907
POL-14711,MEMBER-013545
POL-14711,MEMBER-013699
POL-14711,MEMBER-006225
POL-14711,MEMBER-014250
POL-37355,MEMBER-006481
POL-12675,MEMBER-008532
POL-33078,MEMBER-014739
POL-33078,MEMBER-003035
POL-14798,MEMBER-008129
POL-14798,MEMBER-011411
POL-14798,MEMBER-014651
POL-14798,MEMBER-007669
POL-14798,MEMBER-004428
POL-27845,MEMBER-005844
POL-16913,MEMBER-008505
POL-16913,MEMBER-013833
POL-16913,MEMBER-000685
POL-16913,MEMBER-002876
POL-12780,MEMBER-013419
POL-12780,MEMBER-005245
POL-12780,MEMBER-001953
POL-12780,MEMBER-007635
POL-12780,MEMBER-007403
POL-29119,MEMBER-006184
POL-38522,MEMBER-011149
POL-38522,MEMBER-011300
POL-38522,MEMBER-014427
POL-43324,MEMBER-012212
POL-43324,MEMBER-012170
POL-43324,MEMBER-010136
POL-32264,MEMBER-012755
POL-32264,MEMBER-004898
POL-22107,MEMBER-012117
POL-22107,MEMBER-006241
POL-22261,MEMBER-005593
POL-22261,MEMBER-008244
POL-32058,MEMBER-007270
POL-32058,MEMBER-009417
POL-32058,MEMBER-014247
POL-32058,MEMBER-013501
POL-32058,MEMBER-013006
POL-31911,MEMBER-004177
POL-31911,MEMBER-014680
POL-31911,MEMBER-000336
POL-31911,MEMBER-010100
POL-31911,MEMBER-013818
POL-31603,MEMBER-007164
POL-36623,MEMBER-012603
POL-36623,MEMBER-010686
POL-40242,MEMBER-012499
POL-40242,MEMBER-002167
POL-40242,MEMBER-002117
POL-40242,MEMBER-012057
POL-27786,MEMBER-013666
POL-27786,MEMBER-009286
POL-37914,MEMBER-013985
POL-37914,MEMBER-009379
POL-37914,MEMBER-013850
POL-37914,MEMBER-008829
POL-49396,MEMBER-009291
POL-42798,MEMBER-010505
POL-42798,MEMBER-013266
POL-42798,MEMBER-010374
POL-42798,MEMBER-008896
POL-16475,MEMBER-000644
POL-20877,MEMBER-010361
POL-20877,MEMBER-012182
POL-20877,MEMBER-003806
POL-34027,MEMBER-013665
POL-34027,MEMBER-014889
POL-34027,MEMBER-004598
POL-39917,MEMBER-006582
POL-39917,MEMBER-006380
POL-16218,MEMBER-005217
POL-16218,MEMBER-008667
POL-16218,MEMBER-005655
POL-16218,MEMBER-003124
POL-41425,MEMBER-013519
POL-41425,MEMBER-008031
POL-19361,MEMBER-010785
POL-28714,MEMBER-002068
POL-28714,MEMBER-009921
POL-28714,MEMBER-005181
POL-28714,MEMBER-000723
POL-28714,MEMBER-006054
POL-35463,MEMBER-012466
POL-28580,MEMBER-007814
POL-28580,MEMBER-013389
POL-28580,MEMBER-002048
POL-11168,MEMBER-013030
POL-11168,MEMBER-011414
POL-11168,MEMBER-012512
POL-11168,MEMBER-003642
POL-48412,MEMBER-013301
POL-48412,MEMBER-008248
POL-48412,MEMBER-014428
POL-48412,MEMBER-011357
POL-45410,MEMBER-004142
POL-45410,MEMBER-001300
POL-45410,MEMBER-009786
POL-47227,MEMBER-006424
POL-47227,MEMBER-011258
POL-47227,MEMBER-004856
POL-47227,MEMBER-008073
POL-15237,MEMBER-005358
POL-15237,MEMBER-007349
POL-15237,MEMBER-009589
POL-25648,MEMBER-009415
POL-25648,MEMBER-008692
POL-25648,MEMBER-002593
POL-25648,MEMBER-001293
POL-25648,MEMBER-000950
POL-41188,MEMBER-008278
POL-41652,MEMBER-005030
POL-41652,MEMBER-005831
POL-41652,MEMBER-013349
POL-41652,MEMBER-004418
POL-21342,MEMBER-007443
POL-21342,MEMBER-000093
POL-21342,MEMBER-007986
POL-21342,MEMBER-011986
POL-21342,MEMBER-003832
POL-29861,MEMBER-003371
POL-29861,MEMBER-005827
POL-37052,MEMBER-000699
POL-37052,MEMBER-008470
POL-37052,MEMBER-001206
POL-37052,MEMBER-010242
POL-34196,MEMBER-005324
POL-34196,MEMBER-008899
POL-34196,MEMBER-002214
POL-24973,MEMBER-004403
POL-24973,MEMBER-013295
POL-21682,MEMBER-011090
POL-21682,MEMBER-012060
POL-21682,MEMBER-012259
POL-21682,MEMBER-009101
POL-37000,MEMBER-007043
POL-37000,MEMBER-009332
POL-44485,MEMBER-001579
POL-44485,MEMBER-006721
POL-32720,MEMBER-007468
POL-32720,MEMBER-006599
POL-15456,MEMBER-004139
POL-15456,MEMBER-004702
POL-15456,MEMBER-004200
POL-26424,MEMBER-014227
POL-26424,MEMBER-010531
POL-26424,MEMBER-000690
POL-35016,MEMBER-014492
POL-35016,MEMBER-000916
POL-35016,MEMBER-012750
POL-35016,MEMBER-004003
POL-17969,MEMBER-000872
POL-14373,MEMBER-003968
POL-11827,MEMBER-010517
POL-11827,MEMBER-011156
POL-19946,MEMBER-004681
POL-19946,MEMBER-011321
POL-19946,MEMBER-010161
POL-19946,MEMBER-014435
POL-40823,MEMBER-011423
POL-40823,MEMBER-010574
POL-40823,MEMBER-001004
POL-40823,MEMBER-010465
POL-40823,MEMBER-009805
POL-48050,MEMBER-013242
POL-48050,MEMBER-012015
POL-40914,MEMBER-005775
POL-40914,MEMBER-004905
POL-18695,MEMBER-002689
POL-18695,MEMBER-006470
POL-18695,MEMBER-013476
POL-18695,MEMBER-012835
POL-36511,MEMBER-005895
POL-36511,MEMBER-007691
POL-36511,MEMBER-005780
POL-49840,MEMBER-011801
POL-49840,MEMBER-001565
POL-49840,MEMBER-011490
POL-23147,MEMBER-006157
POL-23147,MEMBER-010220
POL-23147,MEMBER-008541
POL-23147,MEMBER-012348
POL-17518,MEMBER-011867
POL-17518,MEMBER-003708
POL-17518,MEMBER-006113
POL-17518,MEMBER-001030
POL-17518,MEMBER-010035
POL-36162,MEMBER-009473
POL-36162,MEMBER-014983
POL-36162,MEMBER-008591
POL-36162,MEMBER-012132
POL-22773,MEMBER-012339
POL-44947,MEMBER-000816
POL-44947,MEMBER-001865
POL-24293,MEMBER-007520
POL-24293,MEMBER-007018
POL-24293,MEMBER-014388
POL-24293,MEMBER-001979
POL-24293,MEMBER-008087
POL-43289,MEMBER-012325
POL-43289,MEMBER-011680
POL-43289,MEMBER-008088
POL-13273,MEMBER-013546
POL-13273,MEMBER-001919
POL-13273,MEMBER-001096
POL-31470,MEMBER-009437
POL-31470,MEMBER-007284
POL-31470,MEMBER-014836
POL-31470,MEMBER-013583
POL-18825,MEMBER-002276
POL-19158,MEMBER-012077
POL-19158,MEMBER-011435
POL-19158,MEMBER-001715
POL-19158,MEMBER-002458
POL-19158,MEMBER-001754
POL-44171,MEMBER-004912
POL-44171,MEMBER-012872
POL-25507,MEMBER-003260
POL-25507,MEMBER-003113
POL-25507,MEMBER-009035
POL-25507,MEMBER-005747
POL-25507,MEMBER-002986
POL-41411,MEMBER-004840
POL-41411,MEMBER-005096
POL-41411,MEMBER-007892
POL-41411,MEMBER-012097
POL-41411,MEMBER-007479
POL-24128,MEMBER-009668
POL-13820,MEMBER-003756
POL-13820,MEMBER-002151
POL-13820,MEMBER-001522
POL-31341,MEMBER-003906
POL-31341,MEMBER-007094
POL-34006,MEMBER-001751
POL-34006,MEMBER-012897
POL-34006,MEMBER-004567
POL-26659,MEMBER-009854
POL-26659,MEMBER-012545
POL-26659,MEMBER-010416
POL-47358,MEMBER-010136
POL-47358,MEMBER-009821
POL-34257,MEMBER-010635
POL-17948,MEMBER-005491
POL-37883,MEMBER-013888
POL-37883,MEMBER-001968
POL-37883,MEMBER-014560
POL-11378,MEMBER-009223
POL-25940,MEMBER-000695
POL-36071,MEMBER-001723
POL-36071,MEMBER-012557
POL-36071,MEMBER-009791
POL-26028,MEMBER-012330
POL-26028,MEMBER-005472
POL-26028,MEMBER-014594
POL-32029,MEMBER-007353
POL-32029,MEMBER-002379
POL-32029,MEMBER-001460
POL-32029,MEMBER-007462
POL-44383,MEMBER-004645
POL-23132,MEMBER-001540
POL-23132,MEMBER-013012
POL-23132,MEMBER-002909
POL-36392,MEMBER-010977
POL-36392,MEMBER-010009
POL-36392,MEMBER-008089
POL-36392,MEMBER-014005
POL-33509,MEMBER-009326
POL-33509,MEMBER-008802
POL-33509,MEMBER-002314
POL-33509,MEMBER-008552
POL-11918,MEMBER-004808
POL-11918,MEMBER-009571
POL-11918,MEMBER-007153
POL-11918,MEMBER-014131
POL-45924,MEMBER-012293
POL-45924,MEMBER-001782
POL-45924,MEMBER-014564
POL-45924,MEMBER-000067
POL-45924,MEMBER-000734
POL-39351,MEMBER-011325
POL-39351,MEMBER-012044
POL-39351,MEMBER-006813
POL-39351,MEMBER-004484
POL-15705,MEMBER-008923
POL-15705,MEMBER-011553
POL-15705,MEMBER-013464
POL-15705,MEMBER-006134
POL-15705,MEMBER-002080
POL-28867,MEMBER-009655
POL-28867,MEMBER-001903
POL-28867,MEMBER-011397
POL-47415,MEMBER-003017
POL-47415,MEMBER-005057
POL-47415,MEMBER-007493
POL-17264,MEMBER-004204
POL-17264,MEMBER-009396
POL-17264,MEMBER-002403
POL-17264,MEMBER-011510
POL-43365,MEMBER-009410
POL-43365,MEMBER-011852
POL-43365,MEMBER-001279
POL-36519,MEMBER-001148
POL-36519,MEMBER-004011
POL-36519,MEMBER-011603
POL-36519,MEMBER-006665
POL-36519,MEMBER-000766
POL-49899,MEMBER-009319
POL-49899,MEMBER-000396
POL-49899,MEMBER-004125
POL-40527,MEMBER-009506
POL-40527,MEMBER-000001
POL-40527,MEMBER-004170
POL-40527,MEMBER-001486
POL-40527,MEMBER-008276
POL-36143,MEMBER-013585
POL-36143,MEMBER-005764
POL-36143,MEMBER-014830
POL-13079,MEMBER-004630
POL-13079,MEMBER-011616
POL-13079,MEMBER-012709
POL-46546,MEMBER-014059
POL-46546,MEMBER-003211
POL-17965,MEMBER-013216
POL-17965,MEMBER-006472
POL-17965,MEMBER-012466
POL-17965,MEMBER-014842
POL-41921,MEMBER-001323
POL-41921,MEMBER-006761
POL-41921,MEMBER-010012
POL-37218,MEMBER-011968
POL-20174,MEMBER-000404
POL-20174,MEMBER-002491
POL-20174,MEMBER-009554
POL-20174,MEMBER-011770
POL-16963,MEMBER-005752
POL-16963,MEMBER-011461
POL-22453,MEMBER-000456
POL-22453,MEMBER-013365
POL-22453,MEMBER-004124
POL-22453,MEMBER-000395
POL-19305,MEMBER-001725
POL-32659,MEMBER-000206
POL-32659,MEMBER-007047
POL-32659,MEMBER-006513
POL-24993,MEMBER-003663
POL-24993,MEMBER-008241
POL-24993,MEMBER-002430
POL-24993,MEMBER-004916
POL-10134,MEMBER-004157
POL-10134,MEMBER-000680
POL-22378,MEMBER-014263
POL-22378,MEMBER-010441
POL-22378,MEMBER-009521
POL-22378,MEMBER-008649
POL-22378,MEMBER-012918
POL-28730,MEMBER-003135
POL-16390,MEMBER-014738
POL-16390,MEMBER-013873
POL-16390,MEMBER-009480
POL-45719,MEMBER-013798
POL-45719,MEMBER-004613
POL-45719,MEMBER-014497
POL-45719,MEMBER-013338
POL-45719,MEMBER-000539
POL-15696,MEMBER-011877
POL-44636,MEMBER-001254
POL-45748,MEMBER-008009
POL-45748,MEMBER-009689
POL-45748,MEMBER-009471
POL-49744,MEMBER-008272
POL-49744,MEMBER-006984
POL-49744,MEMBER-004758
POL-49744,MEMBER-006415
POL-49744,MEMBER-001937
POL-22934,MEMBER-001009
POL-22934,MEMBER-001719
POL-22934,MEMBER-012769
POL-35753,MEMBER-003328
POL-35753,MEMBER-003611
POL-35753,MEMBER-012530
POL-35753,MEMBER-002054
POL-35753,MEMBER-014980
POL-46598,MEMBER-000313
POL-46598,MEMBER-003097
POL-46598,MEMBER-005752
POL-21143,MEMBER-001984
POL-21143,MEMBER-005271
POL-38208,MEMBER-002244
POL-38208,MEMBER-010188
POL-27797,MEMBER-005511
POL-27797,MEMBER-005304
POL-27797,MEMBER-005140
POL-27797,MEMBER-012831
POL-27797,MEMBER-010645
POL-19577,MEMBER-012455
POL-22172,MEMBER-012198
POL-22172,MEMBER-007645
POL-28325,MEMBER-007823
POL-28325,MEMBER-001982
POL-28325,MEMBER-005852
POL-28325,MEMBER-000853
POL-28325,MEMBER-011713
POL-37961,MEMBER-008080
POL-37961,MEMBER-014266
POL-37961,MEMBER-004434
POL-37961,MEMBER-013845
POL-37961,MEMBER-014296
POL-46116,MEMBER-009914
POL-46116,MEMBER-002420
POL-44539,MEMBER-002822
POL-48738,MEMBER-011681
POL-26540,MEMBER-004280
POL-26540,MEMBER-004137
POL-26540,MEMBER-000035
POL-36276,MEMBER-008040
POL-36276,MEMBER-009539
POL-36276,MEMBER-009953
POL-36276,MEMBER-000142
POL-41769,MEMBER-000611
POL-41769,MEMBER-009955
POL-41769,MEMBER-000280
POL-41769,MEMBER-006439
POL-10260,MEMBER-003376
POL-47322,MEMBER-002028
POL-47322,MEMBER-009282
POL-47322,MEMBER-009604
POL-47322,MEMBER-003019
POL-26470,MEMBER-004790
POL-26470,MEMBER-007046
POL-26470,MEMBER-003762
POL-26470,MEMBER-005980
POL-25375,MEMBER-011556
POL-25375,MEMBER-004767
POL-38041,MEMBER-008311
POL-38041,MEMBER-014717
POL-38041,MEMBER-003185
POL-17257,MEMBER-010140
POL-17257,MEMBER-002739
POL-29475,MEMBER-013345
POL-29475,MEMBER-002091
POL-29475,MEMBER-014020
POL-29475,MEMBER-003177
POL-17843,MEMBER-008117
POL-17843,MEMBER-003505
POL-49614,MEMBER-003741
POL-49614,MEMBER-001593
POL-49614,MEMBER-012838
POL-49614,MEMBER-007928
POL-44718,MEMBER-002811
POL-44718,MEMBER-012440
POL-44718,MEMBER-003532
POL-44718,MEMBER-013544
POL-44718,MEMBER-012142
POL-47207,MEMBER-009525
POL-47207,MEMBER-000190
POL-47207,MEMBER-001184
POL-41423,MEMBER-003981
POL-27667,MEMBER-007678
POL-31110,MEMBER-010211
POL-31110,MEMBER-007293
POL-31110,MEMBER-010947
POL-31110,MEMBER-003545
POL-46708,MEMBER-005032
POL-46708,MEMBER-005580
POL-46708,MEMBER-007865
POL-46708,MEMBER-012070
POL-29669,MEMBER-014077
POL-34429,MEMBER-001673
POL-34429,MEMBER-012234
POL-34429,MEMBER-012170
POL-34429,MEMBER-009561
POL-34429,MEMBER-001241
POL-16260,MEMBER-012954
POL-16260,MEMBER-002373
POL-29161,MEMBER-012877
POL-29161,MEMBER-007730
POL-29161,MEMBER-003296
POL-29161,MEMBER-002411
POL-20277,MEMBER-014985
POL-31396,MEMBER-003023
POL-31396,MEMBER-013061
POL-31396,MEMBER-009115
POL-31396,MEMBER-009560
POL-15601,MEMBER-013619
POL-15601,MEMBER-002084
POL-15601,MEMBER-007994
POL-15601,MEMBER-006757
POL-15601,MEMBER-005795
POL-43667,MEMBER-001627
POL-43667,MEMBER-003322
POL-43667,MEMBER-011456
POL-43667,MEMBER-001211
POL-43667,MEMBER-014929
POL-19928,MEMBER-011455
POL-19928,MEMBER-004237
POL-19928,MEMBER-012745
POL-40068,MEMBER-004884
POL-40068,MEMBER-008655
POL-40068,MEMBER-013982
POL-30845,MEMBER-010032
POL-10972,MEMBER-010742
POL-10972,MEMBER-000414
POL-40752,MEMBER-005246
POL-40752,MEMBER-007354
POL-40752,MEMBER-004749
POL-29717,MEMBER-002935
POL-29717,MEMBER-012349
POL-29717,MEMBER-011942
POL-29717,MEMBER-005283
POL-29717,MEMBER-001810
POL-20196,MEMBER-007468
POL-20196,MEMBER-000379
POL-20196,MEMBER-014663
POL-36739,MEMBER-001686
POL-36739,MEMBER-002302
POL-36739,MEMBER-012126
POL-36739,MEMBER-009212
POL-36739,MEMBER-007171
POL-48363,MEMBER-002326
POL-34100,MEMBER-010778
POL-15218,MEMBER-008057
POL-15218,MEMBER-010590
POL-15218,MEMBER-009573
POL-22000,MEMBER-009563
POL-37337,MEMBER-006827
POL-37337,MEMBER-005940
POL-37337,MEMBER-012949
POL-37337,MEMBER-007656
POL-37337,MEMBER-006850
POL-31309,MEMBER-001758
POL-31309,MEMBER-003680
POL-31309,MEMBER-004443
POL-31309,MEMBER-004366
POL-35513,MEMBER-011908
POL-35513,MEMBER-007074
POL-35513,MEMBER-001325
POL-35513,MEMBER-002759
POL-35513,MEMBER-012511
POL-34933,MEMBER-002944
POL-34933,MEMBER-014393
POL-34933,MEMBER-007990
POL-34933,MEMBER-008672
POL-34933,MEMBER-013416
POL-12589,MEMBER-014771
POL-12589,MEMBER-007613
POL-12589,MEMBER-014078
POL-12589,MEMBER-005925
POL-28396,MEMBER-006504
POL-14322,MEMBER-009730
POL-14322,MEMBER-010493
POL-14322,MEMBER-014302
POL-14322,MEMBER-011283
POL-29526,MEMBER-001940
POL-29526,MEMBER-000565
POL-29526,MEMBER-001379
POL-29526,MEMBER-002670
POL-16447,MEMBER-014767
POL-16447,MEMBER-014995
POL-22118,MEMBER-007818
POL-22118,MEMBER-014165
POL-22118,MEMBER-004970
POL-22118,MEMBER-002636
POL-35284,MEMBER-012710
POL-35284,MEMBER-013175
POL-13014,MEMBER-009325
POL-13014,MEMBER-008087
POL-13014,MEMBER-004338
POL-20296,MEMBER-001442
POL-20296,MEMBER-014088
POL-20296,MEMBER-007815
POL-39826,MEMBER-013215
POL-39826,MEMBER-007389
POL-39826,MEMBER-012483
POL-39826,MEMBER-000292
POL-40131,MEMBER-010391
POL-40131,MEMBER-003619
POL-40131,MEMBER-001839
POL-40131,MEMBER-010431
POL-25687,MEMBER-006588
POL-25687,MEMBER-007030
POL-17919,MEMBER-007911
POL-17919,MEMBER-004114
POL-17919,MEMBER-011507
POL-17919,MEMBER-000797
POL-17919,MEMBER-006928
POL-30801,MEMBER-002115
POL-30801,MEMBER-011228
POL-30801,MEMBER-009228
POL-30801,MEMBER-000429
POL-21752,MEMBER-002447
POL-21752,MEMBER-008619
POL-21752,MEMBER-004746
POL-21752,MEMBER-003952
POL-26676,MEMBER-014060
POL-26676,MEMBER-007978
POL-26676,MEMBER-002471
POL-26676,MEMBER-000303
POL-22085,MEMBER-010551
POL-22085,MEMBER-005060
POL-22085,MEMBER-009945
POL-30679,MEMBER-006802
POL-30679,MEMBER-003162
POL-30679,MEMBER-007637
POL-30679,MEMBER-009690
POL-10344,MEMBER-007102
POL-10344,MEMBER-012679
POL-10344,MEMBER-010609
POL-10344,MEMBER-007306
POL-41467,MEMBER-007135
POL-41467,MEMBER-002588
POL-41467,MEMBER-011492
POL-41467,MEMBER-001486
POL-41467,MEMBER-004713
POL-25484,MEMBER-002448
POL-25484,MEMBER-008489
POL-25484,MEMBER-008387
POL-12957,MEMBER-011970
POL-12957,MEMBER-004622
POL-42857,MEMBER-002262
POL-42857,MEMBER-009901
POL-42857,MEMBER-010242
POL-22976,MEMBER-005416
POL-22976,MEMBER-012124
POL-33310,MEMBER-000632
POL-33310,MEMBER-012705
POL-33310,MEMBER-002940
POL-33310,MEMBER-008872
POL-33310,MEMBER-003125
POL-47460,MEMBER-014740
POL-47460,MEMBER-002124
POL-47460,MEMBER-001623
POL-47460,MEMBER-001073
POL-26829,MEMBER-003089
POL-26829,MEMBER-014434
POL-26829,MEMBER-007023
POL-26829,MEMBER-003931
POL-19624,MEMBER-007641
POL-19624,MEMBER-005746
POL-19624,MEMBER-009439
POL-19624,MEMBER-010351
POL-19624,MEMBER-007513
POL-18939,MEMBER-008775
POL-18939,MEMBER-006038
POL-34967,MEMBER-007399
POL-48195,MEMBER-001120
POL-48195,MEMBER-004299
POL-18235,MEMBER-007396
POL-15069,MEMBER-009945
POL-15069,MEMBER-005879
POL-23279,MEMBER-009335
POL-23460,MEMBER-008470
POL-23460,MEMBER-012265
POL-23460,MEMBER-008259
POL-23460,MEMBER-010438
POL-23460,MEMBER-012481
POL-27273,MEMBER-006175
POL-27273,MEMBER-003787
POL-28069,MEMBER-005371
POL-28069,MEMBER-007693
POL-28069,MEMBER-009454
POL-28069,MEMBER-006916
POL-28069,MEMBER-004049
POL-22231,MEMBER-002122
POL-22231,MEMBER-014635
POL-22231,MEMBER-003141
POL-14861,MEMBER-006313
POL-14861,MEMBER-007640
POL-27480,MEMBER-004618
POL-46711,MEMBER-010998
POL-45977,MEMBER-013630
POL-45977,MEMBER-011495
POL-13156,MEMBER-013795
POL-13156,MEMBER-012177
POL-13156,MEMBER-004882
POL-44745,MEMBER-012454
POL-44745,MEMBER-007093
POL-44745,MEMBER-011104
POL-44745,MEMBER-000336
POL-47108,MEMBER-005273
POL-47108,MEMBER-012625
POL-47108,MEMBER-010252
POL-47108,MEMBER-005450
POL-47108,MEMBER-008690
POL-48189,MEMBER-009127
POL-48189,MEMBER-014917
POL-48189,MEMBER-006259
POL-39520,MEMBER-008431
POL-39520,MEMBER-000815
POL-39520,MEMBER-004389
POL-39520,MEMBER-011715
POL-42043,MEMBER-000440
POL-42043,MEMBER-006327
POL-42043,MEMBER-003832
POL-42043,MEMBER-010999
POL-42043,MEMBER-014893
POL-28318,MEMBER-002987
POL-28318,MEMBER-002944
POL-26580,MEMBER-013605
POL-26580,MEMBER-013959
POL-26580,MEMBER-006644
POL-26580,MEMBER-008172
POL-17830,MEMBER-013289
POL-17830,MEMBER-006323
POL-17830,MEMBER-002747
POL-13532,MEMBER-007181
POL-13532,MEMBER-000436
POL-10665,MEMBER-000420
POL-10665,MEMBER-002804
POL-18112,MEMBER-001490
POL-18112,MEMBER-003631
POL-19370,MEMBER-008836
POL-19370,MEMBER-004804
POL-30988,MEMBER-011936
POL-30988,MEMBER-009273
POL-30988,MEMBER-010760
POL-30988,MEMBER-005582
POL-31604,MEMBER-007513
POL-31604,MEMBER-000762
POL-31604,MEMBER-000737
POL-31604,MEMBER-000851
POL-31604,MEMBER-014122
POL-23691,MEMBER-013543
POL-23691,MEMBER-014930
POL-23691,MEMBER-003480
POL-23691,MEMBER-005470
POL-16188,MEMBER-012905
POL-16134,MEMBER-006457
POL-16134,MEMBER-007565
POL-16134,MEMBER-009915
POL-48884,MEMBER-014934
POL-32664,MEMBER-013441
POL-16778,MEMBER-007960
POL-16778,MEMBER-011921
POL-16778,MEMBER-005574
POL-16778,MEMBER-012301
POL-16778,MEMBER-000363
POL-49296,MEMBER-012402
POL-45141,MEMBER-002467
POL-45141,MEMBER-010965
POL-45141,MEMBER-002127
POL-45141,MEMBER-001561
POL-45141,MEMBER-014288
POL-23432,MEMBER-004578
POL-48689,MEMBER-000607
POL-46494,MEMBER-004228
POL-18855,MEMBER-004235
POL-18855,MEMBER-012196
POL-18855,MEMBER-006015
POL-18855,MEMBER-014499
POL-18855,MEMBER-013549
POL-30468,MEMBER-014569
POL-30468,MEMBER-012681
POL-30468,MEMBER-000024
POL-24875,MEMBER-006329
POL-24875,MEMBER-007873
POL-24875,MEMBER-009262
POL-31965,MEMBER-010215
POL-49489,MEMBER-003134
POL-37471,MEMBER-011009
POL-37471,MEMBER-001625
POL-37471,MEMBER-012461
POL-39944,MEMBER-004569
POL-36653,MEMBER-014247
POL-36653,MEMBER-008368
POL-36653,MEMBER-011963
POL-43224,MEMBER-009525
POL-32388,MEMBER-000137
POL-32388,MEMBER-008276
POL-32388,MEMBER-012798
POL-41686,MEMBER-000227
POL-39251,MEMBER-002076
POL-39251,MEMBER-007141
POL-39251,MEMBER-003676
POL-39251,MEMBER-005409
POL-39251,MEMBER-008007
POL-28885,MEMBER-002866
POL-28885,MEMBER-011404
POL-28885,MEMBER-012256
POL-46673,MEMBER-012739
POL-23536,MEMBER-000010
POL-23536,MEMBER-013941
POL-23536,MEMBER-003061
POL-15792,MEMBER-014784
POL-15792,MEMBER-005927
POL-15792,MEMBER-000919
POL-19027,MEMBER-005710
POL-41475,MEMBER-011168
POL-41475,MEMBER-010352
POL-22664,MEMBER-011544
POL-22664,MEMBER-010901
POL-19461,MEMBER-004366
POL-23893,MEMBER-009941
POL-23893,MEMBER-011162
POL-23893,MEMBER-003353
POL-23893,MEMBER-000819
POL-38997,MEMBER-001787
POL-47487,MEMBER-012516
POL-33402,MEMBER-014568
POL-33402,MEMBER-005513
POL-33402,MEMBER-005726
POL-24358,MEMBER-007855
POL-24358,MEMBER-014884
POL-24358,MEMBER-009450
POL-38367,MEMBER-007948
POL-38367,MEMBER-000539
POL-38367,MEMBER-011427
POL-31851,MEMBER-001834
POL-31851,MEMBER-012176
POL-21770,MEMBER-005439
POL-21770,MEMBER-013219
POL-21770,MEMBER-003862
POL-21770,MEMBER-003068
POL-43883,MEMBER-009065
POL-43883,MEMBER-004389
POL-33266,MEMBER-002152
POL-33266,MEMBER-014221
POL-33266,MEMBER-001820
POL-33266,MEMBER-011214
POL-33266,MEMBER-001693
POL-31066,MEMBER-001490
POL-31066,MEMBER-010000
POL-31066,MEMBER-005261
POL-20063,MEMBER-007375
POL-20063,MEMBER-013236
POL-20063,MEMBER-004062
POL-20063,MEMBER-004421
POL-39575,MEMBER-001579
POL-39575,MEMBER-003245
POL-39575,MEMBER-012455
POL-39575,MEMBER-005875
POL-30387,MEMBER-013309
POL-15135,MEMBER-010204
POL-15135,MEMBER-009053
POL-15135,MEMBER-006840
POL-46131,MEMBER-002508
POL-46131,MEMBER-009706
POL-47768,MEMBER-005836
POL-47768,MEMBER-004663
POL-47768,MEMBER-005416
POL-15437,MEMBER-010140
POL-15437,MEMBER-000503
POL-18234,MEMBER-007160
POL-18234,MEMBER-012114
POL-18234,MEMBER-008358
POL-32194,MEMBER-010817
POL-32194,MEMBER-010813
POL-13030,MEMBER-003789
POL-13030,MEMBER-014733
POL-13030,MEMBER-009115
POL-13030,MEMBER-001872
POL-11247,MEMBER-004369
POL-11247,MEMBER-006002
POL-11247,MEMBER-007449
POL-11247,MEMBER-003781
POL-38375,MEMBER-006837
POL-38375,MEMBER-008076
POL-38375,MEMBER-000376
POL-38375,MEMBER-006636
POL-43272,MEMBER-010916
POL-43272,MEMBER-014823
POL-43272,MEMBER-005176
POL-43272,MEMBER-005859
